billing_item_id,billing_id,charge_category,charge_type,description,amount,created_at,updated_at,deleted_at
1263,455,recurring,rent,Monthly Rent,6923.00,,,
1264,455,recurring,electricity_share,Electricity Share,635.61,,,
1265,455,recurring,water_share,Water Share,146.86,,,
1266,456,recurring,rent,Monthly Rent,6923.00,,,
1267,456,recurring,electricity_share,Electricity Share,424.51,,,
1268,456,recurring,water_share,Water Share,59.13,,,
1269,457,move_out,electricity_share,Final Electricity Share,424.51,,,
1270,457,move_out,water_share,Final Water Share,59.13,,,
1271,457,move_out,deposit_refund,Security Deposit Refund,-6923.00,,,
1272,458,recurring,rent,Monthly Rent,6718.00,,,
1273,458,recurring,electricity_share,Electricity Share,1391.95,,,
1274,458,recurring,water_share,Water Share,290.88,,,
1275,459,recurring,rent,Monthly Rent,6718.00,,,
1276,459,recurring,electricity_share,Electricity Share,1638.40,,,
1277,459,recurring,water_share,Water Share,443.99,,,
1278,460,recurring,rent,Monthly Rent,6718.00,,,
1279,460,recurring,electricity_share,Electricity Share,1881.92,,,
1280,460,recurring,water_share,Water Share,466.42,,,
1281,461,recurring,rent,Monthly Rent,6718.00,,,
1282,461,recurring,electricity_share,Electricity Share,2269.86,,,
1283,461,recurring,water_share,Water Share,309.54,,,
1284,462,recurring,rent,Monthly Rent,6718.00,,,
1285,462,recurring,electricity_share,Electricity Share,2215.02,,,
1286,463,recurring,rent,Monthly Rent,6718.00,,,
1287,463,recurring,electricity_share,Electricity Share,2402.72,,,
1288,463,recurring,water_share,Water Share,354.24,,,
1289,464,recurring,rent,Monthly Rent,6718.00,,,
1290,464,recurring,electricity_share,Electricity Share,1827.28,,,
1291,464,recurring,water_share,Water Share,360.56,,,
1292,465,recurring,rent,Monthly Rent,6718.00,,,
1293,465,recurring,electricity_share,Electricity Share,1487.46,,,
1294,465,recurring,water_share,Water Share,298.12,,,
1295,466,recurring,rent,Monthly Rent,6718.00,,,
1296,466,recurring,electricity_share,Electricity Share,1727.81,,,
1297,467,recurring,rent,Monthly Rent,6718.00,,,
1298,467,recurring,electricity_share,Electricity Share,1334.65,,,
1299,467,recurring,water_share,Water Share,368.17,,,
1300,468,recurring,rent,Monthly Rent,6718.00,,,
1301,468,recurring,electricity_share,Electricity Share,1677.58,,,
1302,469,recurring,rent,Monthly Rent,6718.00,,,
1303,469,recurring,electricity_share,Electricity Share,654.00,,,
1304,469,recurring,water_share,Water Share,215.91,,,
1305,470,move_out,electricity_share,Final Electricity Share,654.00,,,
1306,470,move_out,water_share,Final Water Share,215.91,,,
1307,470,move_out,deposit_refund,Security Deposit Refund,-6718.00,,,
1308,471,recurring,rent,Monthly Rent,12422.00,,,
1309,471,recurring,electricity_share,Electricity Share,721.91,,,
1310,471,recurring,water_share,Water Share,169.29,,,
1311,471,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
1312,472,move_out,electricity_share,Final Electricity Share,721.91,,,
1313,472,move_out,water_share,Final Water Share,169.29,,,
1314,472,move_out,deposit_refund,Security Deposit Refund,-12422.00,,,
1315,473,recurring,rent,Monthly Rent,10883.00,,,
1316,473,recurring,electricity_share,Electricity Share,800.04,,,
1317,473,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
1318,474,move_out,electricity_share,Final Electricity Share,800.04,,,
1319,474,move_out,deposit_refund,Security Deposit Refund,-10883.00,,,
1320,475,recurring,rent,Monthly Rent,12296.00,,,
1321,475,recurring,electricity_share,Electricity Share,801.75,,,
1322,475,recurring,water_share,Water Share,118.82,,,
1323,475,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
1324,476,move_out,electricity_share,Final Electricity Share,801.75,,,
1325,476,move_out,water_share,Final Water Share,118.82,,,
1326,476,move_out,deposit_refund,Security Deposit Refund,-12296.00,,,
1327,477,move_in,advance,1 Month Advance — First Month Rent,6328.00,,,
1328,477,move_in,security_deposit,1 Month Security Deposit,6328.00,,,
1329,478,recurring,rent,Monthly Rent,6328.00,,,
1330,478,recurring,electricity_share,Electricity Share,1719.50,,,
1331,479,recurring,rent,Monthly Rent,6328.00,,,
1332,479,recurring,electricity_share,Electricity Share,2492.87,,,
1333,480,recurring,rent,Monthly Rent,6328.00,,,
1334,480,recurring,electricity_share,Electricity Share,1436.95,,,
1335,480,recurring,water_share,Water Share,396.67,,,
1336,481,recurring,rent,Monthly Rent,6328.00,,,
1337,481,recurring,electricity_share,Electricity Share,1473.74,,,
1338,482,recurring,rent,Monthly Rent,6328.00,,,
1339,482,recurring,electricity_share,Electricity Share,1821.35,,,
1340,482,recurring,water_share,Water Share,244.17,,,
1341,483,recurring,rent,Monthly Rent,6328.00,,,
1342,483,recurring,electricity_share,Electricity Share,616.97,,,
1343,484,move_out,electricity_share,Final Electricity Share,616.97,,,
1344,484,move_out,deposit_refund,Security Deposit Refund,-6328.00,,,
1345,485,recurring,rent,Monthly Rent,7355.00,,,
1346,485,recurring,electricity_share,Electricity Share,643.05,,,
1347,485,recurring,water_share,Water Share,106.57,,,
1348,485,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
1349,486,move_out,electricity_share,Final Electricity Share,643.05,,,
1350,486,move_out,water_share,Final Water Share,106.57,,,
1351,486,move_out,deposit_refund,Security Deposit Refund,-7355.00,,,
1352,487,recurring,rent,Monthly Rent,10648.00,,,
1353,487,recurring,electricity_share,Electricity Share,1933.36,,,
1354,487,recurring,water_share,Water Share,283.57,,,
1355,488,recurring,rent,Monthly Rent,10648.00,,,
1356,488,recurring,electricity_share,Electricity Share,1893.11,,,
1357,489,recurring,rent,Monthly Rent,10648.00,,,
1358,489,recurring,electricity_share,Electricity Share,1409.57,,,
1359,490,recurring,rent,Monthly Rent,10648.00,,,
1360,490,recurring,electricity_share,Electricity Share,2481.86,,,
1361,490,recurring,water_share,Water Share,341.73,,,
1362,491,recurring,rent,Monthly Rent,10648.00,,,
1363,491,recurring,electricity_share,Electricity Share,2052.27,,,
1364,492,recurring,rent,Monthly Rent,10648.00,,,
1365,492,recurring,electricity_share,Electricity Share,796.48,,,
1366,493,move_out,electricity_share,Final Electricity Share,796.48,,,
1367,493,move_out,deposit_refund,Security Deposit Refund,-10648.00,,,
1368,494,recurring,rent,Monthly Rent,7087.00,,,
1369,494,recurring,electricity_share,Electricity Share,2407.83,,,
1370,494,recurring,water_share,Water Share,250.95,,,
1371,495,recurring,rent,Monthly Rent,7087.00,,,
1372,495,recurring,electricity_share,Electricity Share,2302.36,,,
1373,496,recurring,rent,Monthly Rent,7087.00,,,
1374,496,recurring,electricity_share,Electricity Share,2364.28,,,
1375,496,recurring,water_share,Water Share,291.45,,,
1376,497,recurring,rent,Monthly Rent,7087.00,,,
1377,497,recurring,electricity_share,Electricity Share,1697.99,,,
1378,497,recurring,water_share,Water Share,211.51,,,
1379,498,recurring,rent,Monthly Rent,7087.00,,,
1380,498,recurring,electricity_share,Electricity Share,1824.23,,,
1381,499,recurring,rent,Monthly Rent,7087.00,,,
1382,499,recurring,electricity_share,Electricity Share,1049.45,,,
1383,500,move_out,electricity_share,Final Electricity Share,1049.45,,,
1384,500,move_out,deposit_refund,Security Deposit Refund,-7087.00,,,
1385,501,recurring,rent,Monthly Rent,12829.00,,,
1386,501,recurring,electricity_share,Electricity Share,2146.69,,,
1387,501,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
1388,502,recurring,rent,Monthly Rent,12829.00,,,
1389,502,recurring,electricity_share,Electricity Share,1791.14,,,
1390,502,recurring,water_share,Water Share,287.08,,,
1391,502,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
1392,503,recurring,rent,Monthly Rent,12829.00,,,
1393,503,recurring,electricity_share,Electricity Share,938.56,,,
1394,503,recurring,water_share,Water Share,234.10,,,
1395,503,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
1396,504,move_out,electricity_share,Final Electricity Share,938.56,,,
1397,504,move_out,water_share,Final Water Share,234.10,,,
1398,504,move_out,deposit_refund,Security Deposit Refund,-12829.00,,,
1399,505,recurring,rent,Monthly Rent,10883.00,,,
1400,505,recurring,electricity_share,Electricity Share,1930.95,,,
1401,505,recurring,water_share,Water Share,498.53,,,
1402,505,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
1403,506,recurring,rent,Monthly Rent,10883.00,,,
1404,506,recurring,electricity_share,Electricity Share,2058.52,,,
1405,506,recurring,water_share,Water Share,433.70,,,
1406,506,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
1407,507,recurring,rent,Monthly Rent,10883.00,,,
1408,507,recurring,electricity_share,Electricity Share,1229.82,,,
1409,507,recurring,water_share,Water Share,156.64,,,
1410,507,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
1411,508,move_out,electricity_share,Final Electricity Share,1229.82,,,
1412,508,move_out,water_share,Final Water Share,156.64,,,
1413,508,move_out,deposit_refund,Security Deposit Refund,-10883.00,,,
1414,509,recurring,rent,Monthly Rent,12296.00,,,
1415,509,recurring,electricity_share,Electricity Share,492.45,,,
1416,509,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
1417,510,move_out,electricity_share,Final Electricity Share,492.45,,,
1418,510,move_out,deposit_refund,Security Deposit Refund,-12296.00,,,
1419,511,recurring,rent,Monthly Rent,9312.00,,,
1420,511,recurring,electricity_share,Electricity Share,1424.21,,,
1421,511,recurring,water_share,Water Share,402.12,,,
1422,512,recurring,rent,Monthly Rent,9312.00,,,
1423,512,recurring,electricity_share,Electricity Share,2270.31,,,
1424,513,recurring,rent,Monthly Rent,9312.00,,,
1425,513,recurring,electricity_share,Electricity Share,1359.96,,,
1426,514,recurring,rent,Monthly Rent,9312.00,,,
1427,514,recurring,electricity_share,Electricity Share,2292.84,,,
1428,515,recurring,rent,Monthly Rent,9312.00,,,
1429,515,recurring,electricity_share,Electricity Share,1301.70,,,
1430,516,recurring,rent,Monthly Rent,9312.00,,,
1431,516,recurring,electricity_share,Electricity Share,1800.42,,,
1432,516,recurring,water_share,Water Share,465.82,,,
1433,517,recurring,rent,Monthly Rent,9312.00,,,
1434,517,recurring,electricity_share,Electricity Share,1409.88,,,
1435,517,recurring,water_share,Water Share,469.42,,,
1436,518,recurring,rent,Monthly Rent,9312.00,,,
1437,518,recurring,electricity_share,Electricity Share,2162.01,,,
1438,518,recurring,water_share,Water Share,257.45,,,
1439,519,recurring,rent,Monthly Rent,9312.00,,,
1440,519,recurring,electricity_share,Electricity Share,2199.14,,,
1441,519,recurring,water_share,Water Share,305.90,,,
1442,520,recurring,rent,Monthly Rent,9312.00,,,
1443,520,recurring,electricity_share,Electricity Share,1642.30,,,
1444,520,recurring,water_share,Water Share,360.36,,,
1445,521,recurring,rent,Monthly Rent,9312.00,,,
1446,521,recurring,electricity_share,Electricity Share,2463.91,,,
1447,522,recurring,rent,Monthly Rent,9312.00,,,
1448,522,recurring,electricity_share,Electricity Share,1186.35,,,
1449,523,move_out,electricity_share,Final Electricity Share,1186.35,,,
1450,523,move_out,deposit_refund,Security Deposit Refund,-9312.00,,,
1451,524,recurring,rent,Monthly Rent,12422.00,,,
1452,524,recurring,electricity_share,Electricity Share,2434.61,,,
1453,525,recurring,rent,Monthly Rent,12422.00,,,
1454,525,recurring,electricity_share,Electricity Share,1683.59,,,
1455,525,recurring,water_share,Water Share,372.89,,,
1456,526,recurring,rent,Monthly Rent,12422.00,,,
1457,526,recurring,electricity_share,Electricity Share,2307.14,,,
1458,526,recurring,water_share,Water Share,436.28,,,
1459,527,recurring,rent,Monthly Rent,12422.00,,,
1460,527,recurring,electricity_share,Electricity Share,1585.05,,,
1461,527,recurring,water_share,Water Share,487.83,,,
1462,528,recurring,rent,Monthly Rent,12422.00,,,
1463,528,recurring,electricity_share,Electricity Share,1861.84,,,
1464,529,recurring,rent,Monthly Rent,12422.00,,,
1465,529,recurring,electricity_share,Electricity Share,1176.03,,,
1466,529,recurring,water_share,Water Share,245.70,,,
1467,530,move_out,electricity_share,Final Electricity Share,1176.03,,,
1468,530,move_out,water_share,Final Water Share,245.70,,,
1469,530,move_out,deposit_refund,Security Deposit Refund,-12422.00,,,
1470,531,recurring,rent,Monthly Rent,7355.00,,,
1471,531,recurring,electricity_share,Electricity Share,635.88,,,
1472,531,recurring,water_share,Water Share,160.21,,,
1473,532,recurring,rent,Monthly Rent,7355.00,,,
1474,532,recurring,electricity_share,Electricity Share,703.25,,,
1475,533,recurring,rent,Monthly Rent,7355.00,,,
1476,533,recurring,electricity_share,Electricity Share,1151.49,,,
1477,533,recurring,water_share,Water Share,173.91,,,
1478,534,recurring,rent,Monthly Rent,7355.00,,,
1479,534,recurring,electricity_share,Electricity Share,1042.09,,,
1480,535,recurring,rent,Monthly Rent,7355.00,,,
1481,535,recurring,electricity_share,Electricity Share,1216.63,,,
1482,536,recurring,rent,Monthly Rent,7355.00,,,
1483,536,recurring,electricity_share,Electricity Share,609.44,,,
1484,537,move_out,electricity_share,Final Electricity Share,609.44,,,
1485,537,move_out,deposit_refund,Security Deposit Refund,-7355.00,,,
1486,538,recurring,rent,Monthly Rent,5695.00,,,
1487,538,recurring,electricity_share,Electricity Share,2204.21,,,
1488,539,recurring,rent,Monthly Rent,5695.00,,,
1489,539,recurring,electricity_share,Electricity Share,2160.08,,,
1490,539,recurring,water_share,Water Share,420.33,,,
1491,540,recurring,rent,Monthly Rent,5695.00,,,
1492,540,recurring,electricity_share,Electricity Share,1865.52,,,
1493,541,recurring,rent,Monthly Rent,5695.00,,,
1494,541,recurring,electricity_share,Electricity Share,1209.43,,,
1495,541,recurring,water_share,Water Share,344.13,,,
1496,542,recurring,rent,Monthly Rent,5695.00,,,
1497,542,recurring,electricity_share,Electricity Share,2006.61,,,
1498,542,recurring,water_share,Water Share,484.43,,,
1499,543,recurring,rent,Monthly Rent,5695.00,,,
1500,543,recurring,electricity_share,Electricity Share,1256.45,,,
1501,543,recurring,water_share,Water Share,480.47,,,
1502,544,recurring,rent,Monthly Rent,5695.00,,,
1503,544,recurring,electricity_share,Electricity Share,1867.32,,,
1504,544,recurring,water_share,Water Share,258.01,,,
1505,545,recurring,rent,Monthly Rent,5695.00,,,
1506,545,recurring,electricity_share,Electricity Share,1589.81,,,
1507,546,recurring,rent,Monthly Rent,5695.00,,,
1508,546,recurring,electricity_share,Electricity Share,1258.14,,,
1509,546,recurring,water_share,Water Share,351.64,,,
1510,547,recurring,rent,Monthly Rent,5695.00,,,
1511,547,recurring,electricity_share,Electricity Share,1963.48,,,
1512,547,recurring,water_share,Water Share,317.60,,,
1513,548,recurring,rent,Monthly Rent,5695.00,,,
1514,548,recurring,electricity_share,Electricity Share,1595.06,,,
1515,548,recurring,water_share,Water Share,368.54,,,
1516,549,recurring,rent,Monthly Rent,5695.00,,,
1517,549,recurring,electricity_share,Electricity Share,1106.82,,,
1518,549,recurring,water_share,Water Share,202.23,,,
1519,550,move_out,electricity_share,Final Electricity Share,1106.82,,,
1520,550,move_out,water_share,Final Water Share,202.23,,,
1521,550,move_out,deposit_refund,Security Deposit Refund,-5695.00,,,
1522,551,move_in,advance,1 Month Advance — First Month Rent,9336.00,,,
1523,551,move_in,security_deposit,1 Month Security Deposit,9336.00,,,
1524,552,recurring,rent,Monthly Rent,9336.00,,,
1525,552,recurring,electricity_share,Electricity Share,947.87,,,
1526,552,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
1527,553,recurring,rent,Monthly Rent,9336.00,,,
1528,553,recurring,electricity_share,Electricity Share,794.70,,,
1529,553,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
1530,554,recurring,rent,Monthly Rent,9336.00,,,
1531,554,recurring,electricity_share,Electricity Share,813.08,,,
1532,554,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
