lease_id,tenant_id,bed_id,status,term,shift,auto_renew,start_date,end_date,contract_rate,advance_amount,security_deposit,move_in,move_out,created_at,updated_at,deleted_at,monthly_due_date,late_payment_penalty,short_term_premium,reservation_fee_paid,early_termination_fee,forwarding_address,reason_for_vacating,deposit_refund_method,deposit_refund_account,tenant_signature,tenant_signed_at,tenant_signed_ip,owner_signature,owner_signed_at,owner_signed_ip,signed_contract_path,contract_agreed,moveout_tenant_signature,moveout_tenant_signed_at,moveout_tenant_signed_ip,moveout_owner_signature,moveout_owner_signed_at,moveout_owner_signed_ip,moveout_contract_agreed,moveout_signed_contract_path,contract_status,deposit_refund_amount,deposit_deductions,move_out_initiated_at,moveout_contract_status,manager_signature,manager_signed_at,manager_signed_ip,moveout_manager_signature,moveout_manager_signed_at,moveout_manager_signed_ip,deposit_interest_amount,deposit_refund_deadline,deposit_refund_completed_at,deposit_refund_reference,termination_reason,approval_status,approved_by,approved_at,rejection_reason,forwarding_province_id,forwarding_city_id,forwarding_barangay_id,forwarding_street
273,38,41,Expired,12,Morning,t,2023-09-01,2024-09-01,12829.00,12829.00,12829.00,2023-09-01,,2026-05-07 21:26:07,2026-05-07 21:26:07,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_3.svg,2023-08-26 00:00:00,127.0.0.1,signatures/seed_owner_2.svg,2023-08-26 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_4.svg,2023-08-26 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
274,38,41,Expired,3,Morning,t,2024-09-01,2024-12-01,12829.00,12829.00,12829.00,2024-09-01,,2026-05-07 21:26:07,2026-05-07 21:26:07,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_2.svg,2024-08-28 00:00:00,127.0.0.1,signatures/seed_owner_3.svg,2024-08-28 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_4.svg,2024-08-28 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
275,38,41,Expired,1,Morning,t,2024-12-01,2025-01-01,12829.00,12829.00,12829.00,2024-12-01,,2026-05-07 21:26:07,2026-05-07 21:26:07,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_2.svg,2024-11-29 00:00:00,127.0.0.1,signatures/seed_owner_4.svg,2024-11-29 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_5.svg,2024-11-29 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
276,38,41,Expired,3,Morning,t,2025-01-01,2025-04-01,12829.00,12829.00,12829.00,2025-01-01,,2026-05-07 21:26:07,2026-05-07 21:26:07,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_3.svg,2024-12-26 00:00:00,127.0.0.1,signatures/seed_owner_5.svg,2024-12-26 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_5.svg,2024-12-26 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
277,38,41,Expired,3,Morning,t,2025-04-01,2025-07-01,12829.00,12829.00,12829.00,2025-04-01,,2026-05-07 21:26:07,2026-05-07 21:26:07,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_4.svg,2025-03-26 00:00:00,127.0.0.1,signatures/seed_owner_3.svg,2025-03-26 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_4.svg,2025-03-26 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
278,38,41,Expired,6,Morning,t,2025-07-01,2026-01-01,12829.00,12829.00,12829.00,2025-07-01,,2026-05-07 21:26:07,2026-05-07 21:26:07,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_5.svg,2025-06-29 00:00:00,127.0.0.1,signatures/seed_owner_5.svg,2025-06-29 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_2.svg,2025-06-29 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
279,38,41,Expired,1,Morning,t,2026-01-01,2026-02-01,12829.00,12829.00,12829.00,2026-01-01,,2026-05-07 21:26:07,2026-05-07 21:26:07,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_4.svg,2025-12-30 00:00:00,127.0.0.1,signatures/seed_owner_1.svg,2025-12-30 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_5.svg,2025-12-30 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
280,38,41,Active,12,Morning,f,2026-02-01,2027-02-01,12829.00,12829.00,12829.00,2026-02-01,,2026-05-07 21:26:07,2026-05-07 21:26:07,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_4.svg,2026-01-31 00:00:00,127.0.0.1,signatures/seed_owner_5.svg,2026-01-31 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_3.svg,2026-01-31 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
281,2,47,Expired,3,Morning,t,2021-12-01,2022-03-01,6923.00,6923.00,6923.00,2021-12-01,,2026-05-07 21:26:07,2026-05-07 21:26:07,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_4.svg,2021-11-30 00:00:00,127.0.0.1,signatures/seed_owner_4.svg,2021-11-30 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_3.svg,2021-11-30 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
282,2,47,Expired,3,Morning,t,2022-03-01,2022-06-01,6923.00,6923.00,6923.00,2022-03-01,,2026-05-07 21:26:07,2026-05-07 21:26:07,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_2.svg,2022-02-28 00:00:00,127.0.0.1,signatures/seed_owner_1.svg,2022-02-28 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_1.svg,2022-02-28 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
283,2,47,Expired,3,Morning,t,2022-06-01,2022-09-01,6923.00,6923.00,6923.00,2022-06-01,,2026-05-07 21:26:07,2026-05-07 21:26:07,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_5.svg,2022-05-31 00:00:00,127.0.0.1,signatures/seed_owner_2.svg,2022-05-31 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_3.svg,2022-05-31 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
284,2,47,Expired,6,Morning,t,2022-09-01,2023-03-01,6923.00,6923.00,6923.00,2022-09-01,,2026-05-07 21:26:07,2026-05-07 21:26:07,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_4.svg,2022-08-26 00:00:00,127.0.0.1,signatures/seed_owner_2.svg,2022-08-26 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_2.svg,2022-08-26 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
285,2,47,Expired,1,Morning,t,2023-03-01,2023-04-01,6923.00,6923.00,6923.00,2023-03-01,,2026-05-07 21:26:07,2026-05-07 21:26:07,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_1.svg,2023-02-24 00:00:00,127.0.0.1,signatures/seed_owner_2.svg,2023-02-24 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_5.svg,2023-02-24 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
286,2,47,Expired,6,Morning,t,2023-04-01,2023-10-01,6923.00,6923.00,6923.00,2023-04-01,,2026-05-07 21:26:07,2026-05-07 21:26:07,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_2.svg,2023-03-30 00:00:00,127.0.0.1,signatures/seed_owner_3.svg,2023-03-30 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_4.svg,2023-03-30 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
287,2,47,Expired,12,Morning,t,2023-10-01,2024-10-01,6923.00,6923.00,6923.00,2023-10-01,,2026-05-07 21:26:07,2026-05-07 21:26:07,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_5.svg,2023-09-26 00:00:00,127.0.0.1,signatures/seed_owner_1.svg,2023-09-26 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_3.svg,2023-09-26 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
288,2,47,Expired,1,Morning,t,2024-10-01,2024-11-01,6923.00,6923.00,6923.00,2024-10-01,,2026-05-07 21:26:07,2026-05-07 21:26:07,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_2.svg,2024-09-26 00:00:00,127.0.0.1,signatures/seed_owner_4.svg,2024-09-26 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_2.svg,2024-09-26 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
289,2,47,Expired,1,Morning,t,2024-11-01,2024-12-01,6923.00,6923.00,6923.00,2024-11-01,,2026-05-07 21:26:07,2026-05-07 21:26:07,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_1.svg,2024-10-28 00:00:00,127.0.0.1,signatures/seed_owner_1.svg,2024-10-28 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_2.svg,2024-10-28 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
290,2,47,Expired,12,Morning,t,2024-12-01,2025-12-01,6923.00,6923.00,6923.00,2024-12-01,,2026-05-07 21:26:07,2026-05-07 21:26:07,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_5.svg,2024-11-24 00:00:00,127.0.0.1,signatures/seed_owner_5.svg,2024-11-24 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_2.svg,2024-11-24 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
291,2,47,Active,6,Morning,f,2025-12-01,2026-06-01,6923.00,6923.00,6923.00,2025-12-01,,2026-05-07 21:26:07,2026-05-07 21:26:07,,1,1.00,0.00,0.00,0.00,,,,,,,,,,,,f,,,,,,,f,,draft,,,,draft,,,,,,,,,,,,approved,,,,,,,
292,7,26,Expired,12,Morning,t,2021-04-01,2022-04-01,12813.00,12813.00,12813.00,2021-04-01,,2026-05-07 21:26:07,2026-05-07 21:26:07,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_3.svg,2021-03-29 00:00:00,127.0.0.1,signatures/seed_owner_5.svg,2021-03-29 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_2.svg,2021-03-29 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
293,7,26,Expired,1,Morning,t,2022-04-01,2022-05-01,12813.00,12813.00,12813.00,2022-04-01,,2026-05-07 21:26:07,2026-05-07 21:26:07,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_3.svg,2022-03-30 00:00:00,127.0.0.1,signatures/seed_owner_1.svg,2022-03-30 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_3.svg,2022-03-30 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
294,7,26,Expired,3,Morning,t,2022-05-01,2022-08-01,12813.00,12813.00,12813.00,2022-05-01,,2026-05-07 21:26:07,2026-05-07 21:26:07,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_4.svg,2022-04-27 00:00:00,127.0.0.1,signatures/seed_owner_1.svg,2022-04-27 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_3.svg,2022-04-27 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
295,7,26,Expired,12,Morning,t,2022-08-01,2023-08-01,12813.00,12813.00,12813.00,2022-08-01,,2026-05-07 21:26:07,2026-05-07 21:26:07,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_5.svg,2022-07-27 00:00:00,127.0.0.1,signatures/seed_owner_3.svg,2022-07-27 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_3.svg,2022-07-27 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
296,7,26,Expired,1,Morning,t,2023-08-01,2023-09-01,12813.00,12813.00,12813.00,2023-08-01,,2026-05-07 21:26:07,2026-05-07 21:26:07,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_4.svg,2023-07-27 00:00:00,127.0.0.1,signatures/seed_owner_4.svg,2023-07-27 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_4.svg,2023-07-27 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
297,7,26,Expired,3,Morning,t,2023-09-01,2023-12-01,12813.00,12813.00,12813.00,2023-09-01,,2026-05-07 21:26:07,2026-05-07 21:26:07,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_1.svg,2023-08-29 00:00:00,127.0.0.1,signatures/seed_owner_3.svg,2023-08-29 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_2.svg,2023-08-29 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
298,7,26,Expired,3,Morning,t,2023-12-01,2024-03-01,12813.00,12813.00,12813.00,2023-12-01,,2026-05-07 21:26:07,2026-05-07 21:26:07,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_5.svg,2023-11-24 00:00:00,127.0.0.1,signatures/seed_owner_3.svg,2023-11-24 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_2.svg,2023-11-24 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
299,7,26,Expired,6,Morning,t,2024-03-01,2024-09-01,12813.00,12813.00,12813.00,2024-03-01,,2026-05-07 21:26:07,2026-05-07 21:26:07,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_4.svg,2024-02-25 00:00:00,127.0.0.1,signatures/seed_owner_4.svg,2024-02-25 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_2.svg,2024-02-25 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
300,7,26,Expired,1,Morning,t,2024-09-01,2024-10-01,12813.00,12813.00,12813.00,2024-09-01,,2026-05-07 21:26:07,2026-05-07 21:26:07,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_4.svg,2024-08-26 00:00:00,127.0.0.1,signatures/seed_owner_2.svg,2024-08-26 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_5.svg,2024-08-26 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
301,7,26,Expired,12,Morning,t,2024-10-01,2025-10-01,12813.00,12813.00,12813.00,2024-10-01,,2026-05-07 21:26:07,2026-05-07 21:26:07,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_1.svg,2024-09-27 00:00:00,127.0.0.1,signatures/seed_owner_3.svg,2024-09-27 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_5.svg,2024-09-27 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
302,7,26,Active,12,Morning,f,2025-10-01,2026-10-01,12813.00,12813.00,12813.00,2025-10-01,,2026-05-07 21:26:07,2026-05-07 21:26:07,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_1.svg,2025-09-29 00:00:00,127.0.0.1,,,,,t,,,,,,,f,,pending_signatures,,,,draft,,,,,,,,,,,,approved,,,,,,,
